SCHOOLID,ST04Q01,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,ST93Q01,ST93Q03,ST93Q04,ST93Q06,ST93Q07,maths,read,scie
4,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,Not at all like me,Somewhat like me,Mostly like me,Mostly like me,Very much like me,601.50334,573.5753,620.0485000000001
4,Female,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Not much like me,Somewhat like me,Not much like me,Mostly like me,Mostly like me,454.28414000000004,499.94272,505.16598000000005
4,Female,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,Not at all like me,480.45646000000005,489.69612000000006,495.93436
4,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,547.0556,576.35536,597.01604
4,Female,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,518.3907200000001,506.21777999999995,566.8966800000001
4,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,Mostly like me,555.00078,614.40282,602.89072
4,Female,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly disagree,,,,,,507.3298,549.26938,538.73552
4,Female,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,,,,,,606.48856,608.12776,649.1421
4,Female,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Somewhat like me,Mostly like me,Not much like me,Mostly like me,Somewhat like me,609.2927400000001,627.19122,647.65014
4,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Very much like me,Somewhat like me,Somewhat like me,586.31406,598.6754800000001,623.77844
4,Female,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,,,,,,444.23585999999995,493.9853999999999,474.39387999999997
4,Female,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,,,,,,649.79748,660.3933800000001,686.25514
4,Female,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,,,,,,449.37685999999997,504.47029999999995,513.74488
5,Male,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,635.9324,632.47582,630.5856200000001
5,Female,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,,,,,,363.92740000000003,321.46124,366.78477999999996
5,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly like me,Very much like me,Somewhat like me,Not much like me,Not at all like me,389.47656,370.31129999999996,368.83626000000004
5,Female,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,324.90263999999996,388.89818,352.14472
5,Male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Very much like me,Very much like me,Mostly like me,Mostly like me,Mostly like me,386.2829,337.84119999999996,363.61432
5,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly like me,Very much like me,Somewhat like me,Not much like me,Somewhat like me,369.37998,383.73513999999994,318.20216
5,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Not much like me,Somewhat like me,Somewhat like me,421.5688,439.28726000000006,446.32597999999996
5,Female,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Not at all like me,Not much like me,Somewhat like me,Not much like me,Mostly like me,470.9534,536.3221599999999,556.73258
5,Male,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,,,,,,336.35304,302.47544,372.93917999999996
5,Female,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,,,,,,467.52610000000004,483.97710000000006,465.16225999999995
5,Female,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,533.5021,554.51184,536.87056
5,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,434.96652000000006,393.97738,456.49012000000005
5,Female,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Somewhat like me,Somewhat like me,Mostly like me,Not much like me,Somewhat like me,505.22666,563.0903599999999,535.47182
5,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,505.0709,553.79694,552.16338
5,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,463.08616,484.37424,440.35808
5,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Not much like me,Not much like me,Not much like me,395.47436,405.49925999999994,388.23199999999997
5,Male,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,294.75774,297.42316,333.122
5,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Mostly like me,Mostly like me,Somewhat like me,Somewhat like me,461.68405999999993,441.4525,484.27824
5,Male,Strongly disagree,Agree,,Disagree,Strongly agree,,,Disagree,,,,,,Agree,Strongly disagree,Strongly agree,Agree,Disagree,,,,,Strongly agree,Agree,Disagree,Strongly disagree,,,,,,,,369.30206,350.19116,357.4599
5,Male,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,,,,,,388.9313,373.84853999999996,402.12606
5,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,448.44212000000005,455.40631999999994,453.69264000000004
5,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,520.10438,493.49871999999993,585.0802
5,Female,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Very much like me,Somewhat like me,Very much like me,Mostly like me,Very much like me,333.47096,277.77422,315.31142
5,Male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,,,,,,308.62284,325.41106,326.1283
5,Female,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Mostly like me,Very much like me,Not much like me,Not much like me,Not much like me,449.76632,531.23856,486.14324
5,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Not much like me,Somewhat like me,Not much like me,537.47468,537.03702,555.80008
6,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Not much like me,Mostly like me,Very much like me,Somewhat like me,641.6964999999999,662.0676,723.2749000000001
6,Male,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,,,,,,655.7173999999999,682.0360400000001,702.8534000000001
6,Female,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,,,,,,429.28024000000005,492.1585,489.77994
6,Female,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,,,,,,474.61444,508.60072,518.2208199999999
6,Female,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Mostly like me,Very much like me,Not much like me,Not at all like me,Somewhat like me,420.86772,531.0797,516.26256
6,Female,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,Not much like me,Not much like me,Mostly like me,Somewhat like me,Somewhat like me,385.03661999999997,442.5141,453.5061400000001
6,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Mostly like me,Somewhat like me,Not much like me,Mostly like me,492.76368,509.77824,550.2984200000001
6,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly like me,Mostly like me,Not much like me,Not much like me,Not at all like me,422.89297999999997,514.9552000000001,476.44536
6,Female,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Somewhat like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,436.99176,455.62024,504.23351999999994
6,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not much like me,Very much like me,Mostly like me,Somewhat like me,442.75588000000005,485.47929999999997,546.0089599999999
6,Male,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,,,,,,493.93208000000004,459.33590000000004,497.23981999999995
6,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,445.56008,485.1685799999999,454.25216
6,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,Not much like me,548.61348,593.98904,581.16372
6,Male,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,495.56782000000004,515.55224,562.7004800000001
6,Female,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Not much like me,Not at all like me,Mostly like me,Very much like me,Very much like me,443.92428,509.15674,508.42969999999997
6,Male,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Not at all like me,Not much like me,Mostly like me,Not much like me,Not at all like me,575.48684,501.35784,582.5624599999999
6,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not at all like me,Mostly like me,Somewhat like me,Somewhat like me,607.57904,560.14038,673.29352
6,Female,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,Disagree,Agree,,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,,,,,469.70712000000003,525.9166600000001,528.1984399999999
6,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,333.93832,377.77804000000003,439.14585999999997
6,Male,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Not at all like me,Not at all like me,Somewhat like me,Mostly like me,Not much like me,456.69885999999997,486.04068000000007,539.6680399999999
6,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not at all like me,Very much like me,Very much like me,Mostly like me,545.41984,540.17194,588.3439000000001
6,Male,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Mostly like me,Very much like me,Mostly like me,Mostly like me,Very much like me,347.5697,299.18744000000004,329.85828000000004
6,Male,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Not much like me,Somewhat like me,Not much like me,Not much like me,Not much like me,540.66834,556.2910599999999,607.36666
6,Female,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,,,,,,477.41859999999997,573.7341600000001,568.0156800000001
6,Male,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,,,,,,528.12742,544.18164,540.7870399999999
6,Male,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,,,,,,458.10096000000004,430.38566000000003,502.7415
6,Female,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,,,,,,526.1800999999999,557.3713600000001,535.3786
7,Male,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,,,,,,533.8136999999999,509.85842,585.4532000000002
7,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not at all like me,Somewhat like me,Mostly like me,Very much like me,544.17352,558.40396,556.6393
7,Female,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,,,,,,443.76848,434.571,440.63782000000003
7,Male,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,,,,,,412.6889,413.7052,439.33236
7,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,443.06746000000004,482.62676,473.64790000000005
7,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all like me,Not at all like me,Somewhat like me,Somewhat like me,Somewhat like me,514.57392,457.8122,544.4236999999999
7,Female,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Agree,,,,,,371.95046,417.96993999999995,349.34724
7,Male,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Not much like me,451.55788,449.9531,440.82433999999995
7,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much like me,Very much like me,Somewhat like me,Somewhat like me,Mostly like me,503.90248,556.81532,521.1115399999999
