SCHOOLID,W_FSTUWT,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,maths,read,scie,SCHOOLID,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,schoolmath,schoolread,schoolscie
15,8.249,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,520.18228,554.3529599999999,521.85752,0000015,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2,2,2
15,8.249,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,,,350.84126,353.55138,377.78814,0000015,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2,2,2
15,8.249,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Disagree,574.7078799999999,581.5977999999999,564.2857200000001,0000015,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2,2,2
15,9.165,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,562.01124,513.4671599999999,574.54308,0000015,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2,2,2
15,8.249,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,396.4091,438.86028,437.46734,0000015,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2,2,2
15,8.249,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,691.39274,690.7360199999999,689.0525799999999,0000015,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2,2,2
15,9.165,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,487.46688000000006,457.6518,475.9791,0000015,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2,2,2
15,8.249,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,543.00514,591.76498,576.5013,0000015,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2,2,2
15,9.165,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,520.1043599999999,548.75278,566.7101799999999,0000015,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2,2,2
15,8.249,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,655.8732,635.0549000000001,671.4286,0000015,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2,2,2
15,8.249,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,411.0531,424.24498000000006,478.12381999999997,0000015,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2,2,2
16,9.514,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,506.0834999999999,518.76,533.88664,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.514,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,617.08212,602.5632800000001,599.627,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.514,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,430.21498,448.50962,459.4740800000001,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.514,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,546.1987799999999,522.04798,591.70086,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.514,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,373.58624,429.34316,421.42856,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.514,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,536.69576,523.73208,497.42634,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.514,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,556.0134,540.9739,570.44012,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.514,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,592.8571400000001,599.03472,635.2480600000001,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.514,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,590.52034,618.2814000000001,637.48602,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.514,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,523.5317,490.05036,545.8224600000001,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.514,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,452.49258,474.33226,487.63523999999995,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.1093,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,541.05778,450.91546,498.7317999999999,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.514,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,480.84594,515.39184,524.5617,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.1093,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,502.5004,486.6822,522.13724,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.1093,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,484.58482000000004,485.96045999999996,513.83812,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.514,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,534.35894,512.02368,497.51957999999996,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
16,9.514,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,498.44992,504.88640000000004,524.0955,0000016,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2,2,2
17,14.5184,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,430.91604000000007,366.39044,415.92690000000005,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,13.2332,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,428.34552,418.68482000000006,421.24206000000004,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,13.2332,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,319.29427999999996,268.71906,267.75455999999997,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,13.2332,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,362.21372,382.70256000000006,346.45654,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,13.2332,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,439.7180399999999,400.17736,406.41552,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,13.2332,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,493.62052000000006,485.16853999999995,509.17569999999995,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,13.2332,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,478.27544,491.52304000000004,422.92056,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,14.5184,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly agree,Disagree,418.92042000000004,373.207,391.21598,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,14.1555,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,391.89124000000004,345.68772,302.34988,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,14.5184,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,396.79856,306.56534,334.33418,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,14.5184,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,500.24146,472.0066,494.16264,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,13.2332,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,385.58188000000007,363.08309999999994,345.80378,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,13.2332,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,480.53434,474.60423999999995,442.31632,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,14.1555,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,311.66072,294.77241999999995,301.13762,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,14.5184,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,371.71677999999997,312.33936,353.8232,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,13.2332,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,449.76632,417.01674,430.66022000000004,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
17,13.2332,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,488.09003999999993,505.0263,480.45506000000006,0000017,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,0,0,0
18,9.7208,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,505.77192,485.0783,510.76093999999995,0000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
18,9.7208,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,495.72364000000005,530.6031,501.1563,0000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
18,8.7487,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,523.06434,530.4684199999999,544.33048,0000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
18,8.7487,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,426.08664,392.77446,380.02610000000004,0000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
18,9.7208,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,370.08101999999997,408.99424,346.45655999999997,0000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
18,9.7208,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,540.3567599999999,586.28426,527.9187000000001,0000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
18,9.7208,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,530.77582,534.4158000000001,502.7415,0000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
18,9.7208,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,390.0997,409.47082,413.40917999999994,0000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
18,9.7208,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,318.9827,311.61179999999996,301.13766,0000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
18,9.7208,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,368.52314000000007,349.79016,397.65012,0000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
18,9.7208,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,443.22324,437.19226,426.65052000000003,0000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
18,9.7208,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,389.63234,357.56906,406.0425200000001,0000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
18,9.7208,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,615.44632,606.7774400000001,612.2155799999999,0000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
