SCHOOLID,SCHSIZE,RATCMP15,PROPQUAL,PROPCERT,SMRATIO,RESPCUR,SC25Q05,SC34Q15,SC27Q02,SC16Q05,SC39Q07,maths,read,scie,ST88Q01math,ST88Q01read,ST88Q01scie,ST88Q02math,ST88Q02read,ST88Q02scie,ST88Q03math,ST88Q03read,ST88Q03scie,ST88Q04math,ST88Q04read,ST88Q04scie,ST89Q02math,ST89Q02read,ST89Q02scie,ST89Q03math,ST89Q03read,ST89Q03scie,ST89Q04math,ST89Q04read,ST89Q04scie,ST89Q05math,ST89Q05read,ST89Q05scie,option
0000189,1977.0,1.066,0.926,0.926,131.8,1.44,0.0,4.0,2.0,1.0,2.0,545.5122617896658,529.4891024162123,561.8409630471975,0,0,0,0,0,0,550.9771101394882,521.5190791100407,550.3355389207242,572.9813814328134,544.3878601850539,578.65756185108,559.6693046002931,546.0552634901594,580.5990071756465,581.3834788655333,567.7936950486918,601.8802479674407,577.0802446025093,565.7645159180398,597.1368133874629,554.4376895392566,536.0276961520694,570.4181065927286,Strongly Agree
0000189,1977.0,1.066,0.926,0.926,131.8,1.44,0.0,4.0,2.0,1.0,2.0,545.5122617896658,529.4891024162123,561.8409630471975,549.08086,538.9690400000002,590.58188,0,0,0,535.8276640070552,521.0670690558235,563.7605682187093,524.0381340325068,506.7643739925073,551.2182630039438,525.8265959551094,507.7589827770077,549.2462793322306,505.29480178351804,486.791878914324,529.2933627264043,515.3216809831858,495.86721286751145,539.2586946706973,523.559392320523,509.36172791369984,552.5590619699157,Agree
0000189,1977.0,1.066,0.926,0.926,131.8,1.44,0.0,4.0,2.0,1.0,2.0,545.5122617896658,529.4891024162123,561.8409630471975,521.3937053293151,509.604166587279,543.9867080963847,520.9938200436538,511.07477858618057,547.7406572049969,549.3924199999999,552.8437799999999,565.3114600000001,514.2204746403161,526.4627191670896,557.2791165182205,0,0,0,0,0,0,0,0,0,0,0,0,Disagree
0000189,1977.0,1.066,0.926,0.926,131.8,1.44,0.0,4.0,2.0,1.0,2.0,545.5122617896658,529.4891024162123,561.8409630471975,562.3511682008453,538.7695416404342,581.7072140952112,556.965831945651,534.3396376676343,575.1662142672584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000190,1071.0,2.33,1.0,1.0,119.0,1.44,0.0,3.0,2.0,2.0,1.0,530.6214393661843,537.2762845364132,545.9036135530285,453.97258,389.72706,405.76278,453.97258,389.72706,405.76278,554.8107338825058,561.6596698602395,555.4159767440527,534.3459533333333,545.9730033333333,540.9890566666667,532.2108621996915,560.4460831578175,556.3705171116184,559.9585346263667,579.7273171619702,575.4540905206152,526.6192404348421,548.6130495692812,546.3735671520266,531.2151591106502,560.609510949216,553.2289982713493,Strongly Agree
0000190,1071.0,2.33,1.0,1.0,119.0,1.44,0.0,3.0,2.0,2.0,1.0,530.6214393661843,537.2762845364132,545.9036135530285,560.2288018556858,576.4068027320949,574.7975162335485,0,0,0,549.6582995989713,565.9112249493198,571.900069733598,517.0116531327646,545.8337129710628,553.3704694359703,528.5360746233266,537.1223585790333,543.5387721113599,502.1124645604177,520.0644186385292,527.1434132413904,548.4186043785998,536.7649906793919,550.1541241657663,541.4942993470665,548.8855451995103,558.0386956761954,Agree
0000190,1071.0,2.33,1.0,1.0,119.0,1.44,0.0,3.0,2.0,2.0,1.0,530.6214393661843,537.2762845364132,545.9036135530285,530.1102705029341,545.5545964512598,544.3544801559034,533.9380079697773,547.5117163197607,550.0744182086212,465.1192694432287,480.1167224662871,474.1266199442395,542.9373317894191,546.0277140815072,547.2898650984325,540.9799,524.13305,525.82059,453.97258,389.72706,405.76278,0,0,0,0,0,0,Disagree
0000190,1071.0,2.33,1.0,1.0,119.0,1.44,0.0,3.0,2.0,2.0,1.0,530.6214393661843,537.2762845364132,545.9036135530285,476.63968000000006,549.74598,578.4595400000001,541.244744,573.543504,568.724356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.97258,389.72706,405.76278,Strongly Disagree
0000191,888.0,1.667,1.0,0.958,126.857,1.44,0.0,2.0,4.0,2.0,1.0,511.7179439425196,525.2261661121586,523.1986203312698,494.1658387526721,531.7575559444876,525.9228317973601,0,0,0,480.2816369390249,513.2821113304606,480.0910057327542,451.3724852731357,482.8341119894429,466.52026067834674,479.8303162091547,506.7429395865993,499.0896382085214,488.69435212687205,509.8201869627919,503.8584015041204,487.7053046281555,509.0563137188541,507.75785949416615,489.7838078716679,510.6638126378697,505.37143770452747,Strongly Agree
0000191,888.0,1.667,1.0,0.958,126.857,1.44,0.0,2.0,4.0,2.0,1.0,511.7179439425196,525.2261661121586,523.1986203312698,427.5227391482479,436.48783868643295,437.00508821293795,0,0,0,496.0365688673346,506.2368395681001,509.0641673993978,514.9522549083464,521.7443870196712,521.9737135333542,519.6377912932774,514.6184976563438,503.1369470694073,500.61696174001565,506.56081200400394,488.6541308370941,503.7890265857962,511.30438645532894,503.96327401547285,505.00800090868995,508.8501461239863,507.4543319398731,Agree
0000191,888.0,1.667,1.0,0.958,126.857,1.44,0.0,2.0,4.0,2.0,1.0,511.7179439425196,525.2261661121586,523.1986203312698,526.4561322358161,528.3592737912652,531.7943691405616,520.7784164589648,530.474403585082,533.9519677842329,539.0325599999999,547.5498399999999,572.4916000000001,539.0325599999999,547.5498399999999,572.4916000000001,553.2871400000001,527.5012199999999,606.52742,553.2871400000001,527.5012199999999,606.52742,0,0,0,0,0,0,Disagree
0000191,888.0,1.667,1.0,0.958,126.857,1.44,0.0,2.0,4.0,2.0,1.0,511.7179439425196,525.2261661121586,523.1986203312698,475.5284640846934,513.8905155766686,490.8284884242136,469.2071076904907,489.833841879443,478.44583840009625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000192,1479.0,0.869,1.0,1.0,164.333,1.44,0.0,3.0,4.0,1.0,1.0,462.8018058690791,462.42718517863193,482.11482310616003,0,0,0,0,0,0,468.6080749579849,451.90068267951784,484.6719476739874,465.7228428804825,463.9163277157621,475.0380693556341,454.2030975615124,453.76592503429663,462.73747002073253,471.2732271284778,476.91585346090034,486.940625470914,461.59929989048925,458.9502749473574,474.36668769326707,461.59929989048925,458.9502749473574,474.36668769326707,Strongly Agree
0000192,1479.0,0.869,1.0,1.0,164.333,1.44,0.0,3.0,4.0,1.0,1.0,462.8018058690791,462.42718517863193,482.11482310616003,464.44929,466.89943000000005,465.11563000000007,0,0,0,426.9040608380642,434.26397264727393,438.91695281255744,455.7706092448424,447.4755487335431,472.51897349128166,474.9779333333334,461.52786000000003,511.66231333333343,450.49333333333345,407.26291333333336,460.74848000000003,0,0,0,418.37514,408.252,455.18464000000006,Agree
0000192,1479.0,0.869,1.0,1.0,164.333,1.44,0.0,3.0,4.0,1.0,1.0,462.8018058690791,462.42718517863193,482.11482310616003,454.23940608873033,466.85688261002144,476.76555544521705,446.2871529344834,446.8624371748725,461.51100406642735,510.1331277611851,511.6997862640931,526.7567003341215,439.120333444181,445.99466868792643,466.6852467959352,0,0,0,324.04582,355.4577,338.34392,418.37514,408.252,455.18464000000006,0,0,0,Disagree
0000192,1479.0,0.869,1.0,1.0,164.333,1.44,0.0,3.0,4.0,1.0,1.0,462.8018058690791,462.42718517863193,482.11482310616003,461.29317208751155,441.38818611971,471.38026986929646,473.5758288440423,465.8243924878345,487.085171709415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000193,900.0,1.236,1.0,1.0,150.0,0.03,1.0,4.0,2.0,,1.0,535.2824240170405,530.8461359521791,552.7198975963972,552.43028,501.87909,569.83403,467.38346190215424,465.8541987767624,480.23075429617654,561.46594,518.43926,583.77472,552.3382587184389,531.7053418063222,585.0874201280492,554.7656750662393,536.2459891488204,575.1372121446317,565.1359069560559,546.1707461803704,579.2937153681439,565.4912659674408,548.8559566008695,578.8598244380474,565.2783175711413,548.166692878833,582.5835585319383,Strongly Agree
0000193,900.0,1.236,1.0,1.0,150.0,0.03,1.0,4.0,2.0,,1.0,535.2824240170405,530.8461359521791,552.7198975963972,489.568231784383,511.57352341371677,519.1551057005245,561.46594,518.43926,583.77472,535.9882881154336,521.2954783464601,553.0479857121949,538.5903062525418,527.6464128483433,548.2783063530891,532.0168531470224,525.2807946417329,547.799379453925,508.81863599641173,504.9316350153942,535.3778690338229,516.2473905393425,506.8376173323948,542.2068668957842,522.81063303722,513.0174127345842,542.6589318183853,Agree
0000193,900.0,1.236,1.0,1.0,150.0,0.03,1.0,4.0,2.0,,1.0,535.2824240170405,530.8461359521791,552.7198975963972,552.9476582680682,539.3097018674531,569.9075155216415,530.5191050981574,516.2752181993797,547.6776210166872,604.1616999366609,611.8392476165342,630.8633307379672,588.72878,578.7455,635.43452,0,0,0,0,0,0,0,0,0,0,0,0,Disagree
0000193,900.0,1.236,1.0,1.0,150.0,0.03,1.0,4.0,2.0,,1.0,535.2824240170405,530.8461359521791,552.7198975963972,0,0,0,642.5290934161306,632.1520515862941,668.0987968754876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000194,1123.0,0.489,1.0,0.962,72.452,1.44,0.0,5.0,2.0,1.0,2.0,588.3374231486755,590.0334166543214,598.0836571886341,501.95514000000003,524.3280400000001,559.9030399999999,0,0,0,574.1919734589694,563.2034494856052,564.0711168849173,582.3666603634618,576.5738670408753,580.0529970857051,588.5387591928727,582.9227054362868,587.801091603834,600.3409887013064,592.7680026810019,606.5807469737863,595.7539216215147,588.2313733153372,599.1195886538271,593.6828426164141,586.042736774288,597.0616917242354,Strongly Agree
0000194,1123.0,0.489,1.0,0.962,72.452,1.44,0.0,5.0,2.0,1.0,2.0,588.3374231486755,590.0334166543214,598.0836571886341,619.6006599999998,594.2764999999998,613.8940666666665,0,0,0,592.7511518311375,591.0248883818479,611.5232143121838,602.3810072805038,598.6502774598569,616.3889486962856,597.3093434224278,587.0970055484937,609.8483531435406,587.8819385938984,587.0423040632799,604.9863631289561,598.1851591171296,596.192856097056,618.8032400950905,599.2059357257481,595.481441433764,614.0848789473309,Agree
0000194,1123.0,0.489,1.0,0.962,72.452,1.44,0.0,5.0,2.0,1.0,2.0,588.3374231486755,590.0334166543214,598.0836571886341,607.4411286854803,599.9232440461731,615.6000053573546,602.2555291629,597.2465689024278,615.2018260854454,627.8006907615579,618.9808761565891,635.8571727236364,603.91806,579.0663000000001,622.28646,626.0562879953474,637.0413064747672,665.1783787546925,0,0,0,0,0,0,0,0,0,Disagree
0000194,1123.0,0.489,1.0,0.962,72.452,1.44,0.0,5.0,2.0,1.0,2.0,588.3374231486755,590.0334166543214,598.0836571886341,570.0673912566061,581.0331940719503,582.4554270554735,592.6507830967632,586.7029054132212,599.7057434004714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000195,762.0,2.228,1.0,1.0,127.0,1.44,0.0,2.0,3.0,2.0,1.0,469.62619390351546,445.7647547892255,475.703283842642,383.43979,390.36764000000005,372.28646,0,0,0,493.96149864066194,467.41306171394797,495.62239603427895,494.75252879959817,476.3897472827724,497.61575799598194,476.5431843850123,450.5068992831931,481.14361266087434,476.5431843850123,450.5068992831931,481.14361266087434,487.2109318244655,457.3731307989069,493.07360842951283,477.847610077724,453.30463216014084,483.5850112861123,Strongly Agree
0000195,762.0,2.228,1.0,1.0,127.0,1.44,0.0,2.0,3.0,2.0,1.0,469.62619390351546,445.7647547892255,475.703283842642,443.48726490397496,405.791885511389,447.5297793568558,386.43870000000004,369.75528,359.69788,461.97296702183405,439.4056727394469,471.72634753420664,455.1159948286052,420.0501910283688,461.76060949172586,555.89655,545.13899,563.63297,555.89655,545.13899,563.63297,488.73565275523276,480.60734961982064,491.5839235113199,525.8901416293747,504.4955625129088,528.1943149856569,Agree
0000195,762.0,2.228,1.0,1.0,127.0,1.44,0.0,2.0,3.0,2.0,1.0,469.62619390351546,445.7647547892255,475.703283842642,530.2553218441647,517.175397910854,540.8575534331405,474.9687046586346,466.7032710327022,481.4319447733793,525.8901416293747,504.4955625129088,528.1943149856569,555.89655,545.13899,563.63297,0,0,0,0,0,0,0,0,0,0,0,0,Disagree
0000195,762.0,2.228,1.0,1.0,127.0,1.44,0.0,2.0,3.0,2.0,1.0,469.62619390351546,445.7647547892255,475.703283842642,532.48949,491.31345,539.924475,510.99556117463146,473.9568539303261,519.168778753908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000196,902.0,0.899,,,128.857,1.44,0.0,3.0,2.0,1.0,1.0,619.4662085714283,634.7229735714284,619.6455185714283,539.11046,568.33282,524.5617399999999,0,0,0,660.20928,670.40168,660.23874,660.6247149999999,668.9917849999999,658.0707000000001,618.4764060000001,641.099586,619.199922,624.7824585714285,644.8305728571427,623.1789785714284,633.8181357142855,652.9722514285713,631.3915371428571,636.6633953846152,657.0022846153845,633.7704076923076,Strongly Agree
0000196,902.0,0.899,,,128.857,1.44,0.0,3.0,2.0,1.0,1.0,619.4662085714283,634.7229735714284,619.6455185714283,602.8015800000001,636.3919733333333,603.3414,539.11046,568.33282,524.5617399999999,631.6765654545454,643.7489709090908,628.6528054545455,633.4657583333333,647.4924566666665,628.347625,649.6083057142857,660.4955,641.4690685714286,631.04456,643.7922900000001,620.584685,599.41969,615.296415,591.84073,598.9017040000001,612.3534960000001,593.565828,Agree
0000196,902.0,0.899,,,128.857,1.44,0.0,3.0,2.0,1.0,1.0,619.4662085714283,634.7229735714284,619.6455185714283,636.0752033333334,650.90137,634.2223,583.97725,618.7847633333333,588.8256766666667,556.1691799999999,606.8039133333333,555.9554733333332,539.11046,568.33282,524.5617399999999,539.11046,568.33282,524.5617399999999,0,0,0,0,0,0,0,0,0,Disagree
0000196,902.0,0.899,,,128.857,1.44,0.0,3.0,2.0,1.0,1.0,619.4662085714283,634.7229735714284,619.6455185714283,659.7522999999999,662.14086,651.3801000000001,657.1053363636363,665.6141618181817,649.9389672727273,673.5550599999999,689.94172,643.08094,487.93423999999993,588.5877399999999,509.8284,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000197,1162.0,2.073,,,145.25,-0.43,0.0,2.0,2.0,1.0,1.0,559.053928600787,585.1383573468374,602.7547157571529,0,0,0,0,0,0,517.224911816473,555.2161581320404,572.569202114519,557.0242469828913,589.777443307269,598.8660838969951,551.457066896783,585.9821208467448,595.3583589715712,563.798886047844,596.3694520015823,611.1385352454212,567.4212296477638,604.0196419670881,615.8120209056436,564.5747263766954,598.1569731396892,613.0623082854526,Strongly Agree
0000197,1162.0,2.073,,,145.25,-0.43,0.0,2.0,2.0,1.0,1.0,559.053928600787,585.1383573468374,602.7547157571529,531.7494899999999,590.97066,591.4677399999999,0,0,0,565.1491116270238,597.3745453703212,603.971518662462,543.6730356989785,579.0061096607635,592.2845134199555,555.185095560213,589.4209685639313,604.4071908633016,497.98256000000003,541.27334,531.2134866666667,514.8850094974053,544.1950133235802,551.0714860329947,537.5577020364833,567.9140961157609,575.978191900992,Agree
0000197,1162.0,2.073,,,145.25,-0.43,0.0,2.0,2.0,1.0,1.0,559.053928600787,585.1383573468374,602.7547157571529,574.4281456982911,601.2215540415834,615.1190147702871,540.8746618088059,566.8665650195874,580.9008810757612,614.5408273484798,637.4503694253028,642.0626578503623,580.9394,622.10764,619.11602,0,0,0,0,0,0,0,0,0,434.0317800000001,492.23792000000003,450.61542,Disagree
0000197,1162.0,2.073,,,145.25,-0.43,0.0,2.0,2.0,1.0,1.0,559.053928600787,585.1383573468374,602.7547157571529,532.300886996389,568.4684703783844,577.6048016108513,549.478189064065,592.049206102332,599.974686471612,531.8663399999999,586.2048199999999,596.5498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000198,1047.0,0.726,,,139.6,1.44,5.0,4.0,3.0,1.0,1.0,498.62307550081744,530.8548121230609,534.3889398328743,503.35722,557.13308,564.2856799999998,518.39072,462.62386,537.80304,589.127434355029,625.8374429885168,614.4519435825525,506.4354080448813,540.7277905585352,541.7185461775068,503.21575080340534,551.4243601866499,550.4434506504138,518.0070629470335,547.0537063745685,557.4183591017172,506.23564151402707,551.8532564665472,546.7421728533735,506.23564151402707,551.8532564665472,546.7421728533735,Strongly Agree
0000198,1047.0,0.726,,,139.6,1.44,5.0,4.0,3.0,1.0,1.0,498.62307550081744,530.8548121230609,534.3889398328743,494.6450066778004,528.1664290413694,529.9767175965375,0,0,0,479.3505207707409,532.8604642985492,532.7546780784371,505.30300598523957,540.54196135873,545.6930146332068,512.5969123297334,547.3783350922458,543.3926600664581,482.82001279229854,530.7755233027814,525.3390307104892,491.0893703413625,520.083354432429,532.7992762062606,486.8599785420559,528.9846987829245,532.0241175485562,Agree
0000198,1047.0,0.726,,,139.6,1.44,5.0,4.0,3.0,1.0,1.0,498.62307550081744,530.8548121230609,534.3889398328743,514.748225292729,550.0247882511916,555.932712670852,492.4085046814447,530.8433795141603,536.2066525910129,527.0597756538178,531.1969661326668,532.1617774619606,449.53264,521.7068300000001,504.41998,417.36250999999993,491.8804999999999,495.23497,0,0,0,0,0,0,0,0,0,Disagree
0000198,1047.0,0.726,,,139.6,1.44,5.0,4.0,3.0,1.0,1.0,498.62307550081744,530.8548121230609,534.3889398328743,450.0023267212508,504.17179011811425,491.65342814400026,512.223854780885,568.5767192237706,551.3572290786595,495.85533703874415,498.0606877218535,530.2457666579242,0,0,0,518.39072,462.62386,537.80304,0,0,0,0,0,0,518.39072,462.62386,537.80304,Strongly Disagree
0000199,742.0,2.113,1.0,0.944,92.75,-0.43,0.0,3.0,2.0,1.0,1.0,517.3700632765529,489.06720394970637,536.1177689492167,0,0,0,0,0,0,548.0522031247293,519.6329390543199,564.1976445171586,550.6279761006793,517.4203292897571,567.1284705251146,516.5035557493059,492.54253337075227,531.1665770656815,513.4321027613545,488.64406027159276,527.2574166489629,516.5035557493059,492.54253337075227,531.1665770656815,512.9802503979196,483.0719575600764,524.9011448930618,Strongly Agree
0000199,742.0,2.113,1.0,0.944,92.75,-0.43,0.0,3.0,2.0,1.0,1.0,517.3700632765529,489.06720394970637,536.1177689492167,0,0,0,0,0,0,522.0712061996331,486.1296511908964,530.7230603359191,509.00590357916843,477.91320111323284,515.9954738362474,545.9157473763182,490.21104036851864,551.6770582127822,549.2430151714065,501.523200740824,552.4195165805669,548.5403527936153,492.88193326307635,546.668275477541,539.2566763017023,504.85304952864317,548.0112797349609,Agree
0000199,742.0,2.113,1.0,0.944,92.75,-0.43,0.0,3.0,2.0,1.0,1.0,517.3700632765529,489.06720394970637,536.1177689492167,518.7458534313697,486.7177043062351,525.8657610945821,510.6584708295689,483.0705041031958,519.7843342826159,476.1930727048285,453.99843556889994,481.0950240721033,0,0,0,556.94814,501.438,530.6229,0,0,0,0,0,0,0,0,0,Disagree
0000199,742.0,2.113,1.0,0.944,92.75,-0.43,0.0,3.0,2.0,1.0,1.0,517.3700632765529,489.06720394970637,536.1177689492167,537.1541181917692,505.59801223654404,555.1746081077358,547.8434348873649,508.7303817420112,560.7443200090893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000200,847.0,2.091,0.969,1.0,282.333,1.44,0.0,4.0,2.0,1.0,1.0,451.8973735946371,461.40117061145,472.7763389757657,407.15842,448.07429999999994,445.48678,0,0,0,486.1983202236752,484.9033312426053,488.5645074642256,444.44905493086947,438.3862918666572,451.4954140915248,468.5975724585019,456.2548094174419,478.5929291538179,467.0641175907059,471.05189882852346,485.48537545013613,462.01932115325906,457.3600337995529,465.36368048557495,454.8614730357757,459.8821660527263,472.778580736899,Strongly Agree
0000200,847.0,2.091,0.969,1.0,282.333,1.44,0.0,4.0,2.0,1.0,1.0,451.8973735946371,461.40117061145,472.7763389757657,456.20742318000794,473.76494667973685,466.52478613068223,407.15842,448.07429999999994,445.48678,422.7361091988813,439.76372403847336,454.79070035524546,451.2756886493994,464.71221580105185,477.51912348450406,437.78255802069316,464.354543397539,463.31890390162334,434.4614447963735,448.38642575289043,452.7192351054165,451.2756886493994,464.71221580105185,477.51912348450406,448.7385975523027,461.4550667646893,467.58624596871505,Agree
0000200,847.0,2.091,0.969,1.0,282.333,1.44,0.0,4.0,2.0,1.0,1.0,451.8973735946371,461.40117061145,472.7763389757657,443.5090785288624,443.19247663609195,464.70375008509257,442.1835432202641,457.5951412498457,458.2594195755043,0,0,0,495.64574000000005,543.6298,515.3300999999999,0,0,0,0,0,0,407.15842,448.07429999999994,445.48678,0,0,0,Disagree
0000200,847.0,2.091,0.969,1.0,282.333,1.44,0.0,4.0,2.0,1.0,1.0,451.8973735946371,461.40117061145,472.7763389757657,501.33198000000004,450.75504,544.42374,523.14223,481.75024,542.8851199999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000201,752.0,0.387,1.0,1.0,167.111,1.44,5.0,4.0,3.0,1.0,1.0,460.46056028142687,484.0412829878389,494.8485135909148,387.91866999999996,439.6546,435.50913999999995,0,0,0,448.79264,498.3143900000001,488.42782000000005,474.66876397587623,497.17714162714447,519.5414139625739,453.91929744761865,486.59042556628157,488.68687076919485,479.8955824365092,513.9931111847579,512.6071198116545,483.49104663908304,516.2934139929232,513.6920207036379,472.278958180542,502.8164757873959,506.26455247904426,Strongly Agree
0000201,752.0,0.387,1.0,1.0,167.111,1.44,5.0,4.0,3.0,1.0,1.0,460.46056028142687,484.0412829878389,494.8485135909148,487.7525066666667,481.2022466666666,529.31742,0,0,0,472.24704628548824,491.89061416935846,511.45929879996163,471.8221174765437,491.03835368854925,506.66812763100387,511.73635428571424,509.8355085714285,552.7095457142857,468.428973255214,476.48551664680474,508.7020711098277,470.9482277400881,477.03536858836395,513.4122029965195,484.6182,485.8688057142857,526.7464142857142,Agree
0000201,752.0,0.387,1.0,1.0,167.111,1.44,5.0,4.0,3.0,1.0,1.0,460.46056028142687,484.0412829878389,494.8485135909148,487.6868088267332,511.8300191371709,519.0338260331241,445.02365028107806,468.1216899396862,481.38919280944947,608.358,549.23394,613.05484,554.4555399999999,551.47936,590.3021000000001,0,0,0,526.49168,503.44285999999994,577.43382,476.40596000000005,479.94586,530.52964,0,0,0,Disagree
0000201,752.0,0.387,1.0,1.0,167.111,1.44,5.0,4.0,3.0,1.0,1.0,460.46056028142687,484.0412829878389,494.8485135909148,501.79934999999995,495.98476,552.1633800000001,523.784735636067,536.172184812082,562.3669414841722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000202,712.0,1.392,1.0,0.955,203.429,1.44,,4.0,2.0,2.0,1.0,653.0586246666663,640.0325626666664,653.844957333333,0,0,0,0,0,0,623.874436,604.712244,607.5158560000001,651.0145625,646.2645925,648.76911,639.2363783333333,628.9056066666666,639.30436,638.7170874999998,624.3217724999998,635.3004899999999,640.9651899999997,628.0252422222219,638.6878833333329,635.5818666666667,629.7462516666667,641.7599116666667,Strongly Agree
0000202,712.0,1.392,1.0,0.955,203.429,1.44,,4.0,2.0,2.0,1.0,653.0586246666663,640.0325626666664,653.844957333333,637.968757142857,613.8695,637.1929457142858,0,0,0,641.5973836363637,636.7518200000001,643.9879909090909,623.7587028571429,610.6355171428572,624.8574628571429,640.3074266666665,615.1574133333334,631.7822966666668,631.88192,635.29317,647.766695,604.81383,612.9333399999999,629.74636,630.5132028571428,616.3205057142857,621.9267828571428,Agree
0000202,712.0,1.392,1.0,0.955,203.429,1.44,,4.0,2.0,2.0,1.0,653.0586246666663,640.0325626666664,653.844957333333,651.248245,646.18515,659.3994725,632.5569933333333,629.4682300000001,642.4592733333333,642.51442,625.62245,658.6068600000001,640.4307650000001,613.84681,638.674935,617.15999,646.2546399999999,646.7642599999999,0,0,0,0,0,0,0,0,0,Disagree
0000202,712.0,1.392,1.0,0.955,203.429,1.44,,4.0,2.0,2.0,1.0,653.0586246666663,640.0325626666664,653.844957333333,614.2467640000001,612.750668,604.0656439999999,639.4042228571428,625.2508328571428,635.7942128571427,0,0,0,610.8506,630.36844,637.0197599999999,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000203,841.0,0.595,1.0,1.0,73.13,0.03,0.0,4.0,3.0,1.0,1.0,471.1830961450545,485.5529316088879,505.81735451416614,503.4848900878222,513.0442419600754,527.511416907087,0,0,0,508.22975469060395,515.8928614707645,535.3616159591935,498.9136958798478,504.70278033237776,526.7932935288467,506.67240091407496,501.77328690390016,530.3125282628916,505.90754762722963,505.6660147479961,535.5689464933782,504.92581661696886,510.92866185392234,538.7136056474455,507.95942174953416,510.2134554621979,540.397713845179,Strongly Agree
0000203,841.0,0.595,1.0,1.0,73.13,0.03,0.0,4.0,3.0,1.0,1.0,471.1830961450545,485.5529316088879,505.81735451416614,401.3631298798346,423.6435603686235,453.6772540301865,439.06891333333334,433.3795933333333,479.58473999999995,449.4579329347927,450.42276049178383,480.338520476756,455.99666009627515,454.6894308651499,486.9417186987621,428.7616188215208,444.27617621968164,468.2169084200156,449.06997256497004,454.42281123201457,478.03215384087196,437.76837109745213,439.0316357936613,461.2071864867636,453.25349239105134,455.85529484460767,479.88094038447764,Agree
0000203,841.0,0.595,1.0,1.0,73.13,0.03,0.0,4.0,3.0,1.0,1.0,471.1830961450545,485.5529316088879,505.81735451416614,508.6758704870028,493.1627268675784,525.659869523044,461.7789183167968,467.8831499604037,498.6549089557526,534.35892,512.02368,565.31146,0,0,0,0,0,0,0,0,0,534.35892,512.02368,565.31146,0,0,0,Disagree
0000203,841.0,0.595,1.0,1.0,73.13,0.03,0.0,4.0,3.0,1.0,1.0,471.1830961450545,485.5529316088879,505.81735451416614,476.8750639978938,483.6843960196578,509.471503615449,510.7164085388401,512.8601930666802,528.302526174642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
0000204,852.0,0.82,1.0,1.0,142.0,0.03,0.0,3.0,3.0,1.0,2.0,588.3044081382952,603.8958193734941,607.3730130349298,616.06946,596.2279000000001,652.4990599999999,0,0,0,643.2661118644238,638.5014244646334,644.6906564957819,609.7036623515938,619.738226728189,611.9672849113164,592.4080420148827,603.3033719915327,607.0146657717199,597.1509320059527,600.0791027103935,605.9894533418172,590.1870084251235,604.89488763348,605.4502145495096,588.1095368504754,604.4496184176854,598.4007381015678,Strongly Agree
0000204,852.0,0.82,1.0,1.0,142.0,0.03,0.0,3.0,3.0,1.0,2.0,588.3044081382952,603.8958193734941,607.3730130349298,590.5605059516809,580.8781067472771,592.2185166665882,616.06946,596.2279000000001,652.4990599999999,604.5337724902968,613.5034167931819,614.7013524665082,565.9551600501583,583.4524502372586,591.0076051104352,597.8910098630593,604.0697437005608,607.394998112115,583.6096548090652,616.025244514551,611.2647828577847,604.7406333075619,600.0317535418723,611.5744327391426,600.3914643603384,602.6433225386869,616.0215499612858,Agree
0000204,852.0,0.82,1.0,1.0,142.0,0.03,0.0,3.0,3.0,1.0,2.0,588.3044081382952,603.8958193734941,607.3730130349298,580.4433144175807,599.6734945012983,604.1614438379751,550.5628639376075,571.258814490758,577.3864685450422,523.3953759309949,546.3606519687037,549.4176279619085,649.9769855652827,634.6906165526514,647.375319165833,0,0,0,0,0,0,0,0,0,0,0,0,Disagree
0000204,852.0,0.82,1.0,1.0,142.0,0.03,0.0,3.0,3.0,1.0,2.0,588.3044081382952,603.8958193734941,607.3730130349298,638.5867194826258,651.5340292443791,622.9598302248435,623.4597330481762,627.590772368755,624.002833915345,674.4897800000001,660.06274,686.8146399999999,549.54822,567.75886,579.48526,0,0,0,0,0,0,0,0,0,0,0,0,Strongly Disagree
