SCHOOLID,W_FSTUWT,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,maths,read,scie,ave,SCHOOLID,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,schoolmath,schoolread,schoolscie,schoolave
246,8.2935,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,531.7105600000001,539.1022399999999,529.13092,533.3145733333334,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.2935,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,593.48028,599.07264,607.0869,599.87994,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.2935,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,597.8423399999999,631.4805,633.94256,621.0884666666666,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.2935,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,552.5082,601.2967000000001,582.46922,578.75804,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.2935,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Disagree,486.68796000000003,514.8757599999999,488.56768,496.7104666666666,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.2935,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,562.8680400000001,586.0459400000001,593.00634,580.6401066666667,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.2935,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,515.27496,585.4899200000001,559.0637599999999,553.2762133333334,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.942,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,430.99392,480.64098,432.43192,448.0222733333333,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.2935,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,513.56132,542.1206,556.26632,537.3160799999999,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.2935,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,486.9216399999999,527.66416,522.88326,512.4896866666667,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.2935,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,468.69449999999995,546.09214,510.38791999999995,508.39151999999996,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.2935,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,649.4859200000001,677.3122,689.0526000000001,671.95024,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.2935,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,506.47295999999994,509.71273999999994,533.5136200000001,516.56644,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.2935,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,484.19534000000004,558.0862,537.8963,526.7259466666666,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.2935,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,512.7823599999999,573.25754,564.4721999999999,550.1706999999999,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
246,8.942,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Disagree,521.4285600000001,544.42412,539.66804,535.1735733333334,0000246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.9630121428572,568.0065992857142,571.8288757142857,559.5994957142857
247,11.3533,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,278.94534,291.00762,343.84558,304.59951333333333,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,11.3533,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Disagree,450.38946000000004,427.25807999999995,438.58636000000007,438.7446333333333,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,11.3533,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,357.30644,402.31758,387.67251999999996,382.43217999999996,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,12.9841,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,455.2189,411.78056,465.5352199999999,444.17822666666666,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,12.9841,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,553.20922,516.1136,515.79634,528.3730533333332,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,11.3533,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,502.81198000000006,538.9690400000001,547.68742,529.8228133333333,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,11.3533,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Disagree,484.4290400000001,516.2739799999999,515.7031000000001,505.4687066666667,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,11.3533,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,444.62532,504.08441999999997,458.5416,469.08378,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,11.3533,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,356.91698,374.4099,400.35436000000004,377.22708000000006,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,11.3533,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,491.43949999999995,492.69678000000005,509.54868000000005,497.8949866666667,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,11.3533,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,486.2206,487.48416,478.68332,484.12935999999996,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,11.3533,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,416.42778,489.64942,464.97576,457.0176533333333,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,12.9841,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,406.84686,456.68945999999994,402.59232000000003,422.04287999999997,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,11.3533,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,476.63966,496.14518,507.21745999999996,493.33410000000003,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,11.3533,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,549.62612,538.3274800000002,529.69044,539.21468,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
247,13.4026,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,437.69277999999997,514.2403,444.64752,465.52686666666665,0000247,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,450.4074438461538,471.39171230769233,469.4230069230769,463.740721025641
248,144.72,Disagree,Disagree,Disagree,Disagree,,Disagree,Agree,Strongly disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,,Disagree,,,Agree,Agree,,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,424.52874,360.30302,384.12906000000004,389.6536066666667,0000248,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,467.22074719999983,461.45650959999995,499.7239896000001,476.1337487999999
248,144.72,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,583.50988,630.3684599999999,638.60502,617.4944533333332,0000248,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,467.22074719999983,461.45650959999995,499.7239896000001,476.1337487999999
248,144.72,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,337.59932,328.13346,356.24768,340.6601533333333,0000248,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,467.22074719999983,461.45650959999995,499.7239896000001,476.1337487999999
248,154.1397,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,589.81926,617.9606200000001,663.03618,623.6053533333334,0000248,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,467.22074719999983,461.45650959999995,499.7239896000001,476.1337487999999
248,144.72,Disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,436.83594000000005,405.10212,445.85976,429.26594,0000248,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,467.22074719999983,461.45650959999995,499.7239896000001,476.1337487999999
248,154.1397,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,264.37918,246.33928,300.01866,270.24570666666665,0000248,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,467.22074719999983,461.45650959999995,499.7239896000001,476.1337487999999
248,144.72,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,291.5641,331.62842,344.2185799999999,322.4703666666667,0000248,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,467.22074719999983,461.45650959999995,499.7239896000001,476.1337487999999
248,144.72,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,513.17184,514.9552,580.60426,536.2437666666666,0000248,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,467.22074719999983,461.45650959999995,499.7239896000001,476.1337487999999
248,154.1397,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,321.63108,291.168,385.06154000000004,332.62020666666666,0000248,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,467.22074719999983,461.45650959999995,499.7239896000001,476.1337487999999
248,144.72,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,577.12258,599.7081000000001,622.7527200000001,599.8611333333333,0000248,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,467.22074719999983,461.45650959999995,499.7239896000001,476.1337487999999
248,154.1397,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,495.87944000000005,548.1913999999999,557.66506,533.9119666666667,0000248,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,467.22074719999983,461.45650959999995,499.7239896000001,476.1337487999999
248,144.72,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,581.1730799999999,583.7424599999999,596.1768199999999,587.0307866666666,0000248,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,467.22074719999983,461.45650959999995,499.7239896000001,476.1337487999999
248,154.1397,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,,470.25236000000007,457.01026,517.47482,481.5791466666667,0000248,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,467.22074719999983,461.45650959999995,499.7239896000001,476.1337487999999
248,154.1397,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,,Agree,Disagree,429.43603999999993,442.73562000000004,493.97612,455.3825933333333,0000248,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,467.22074719999983,461.45650959999995,499.7239896000001,476.1337487999999
249,58.5435,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,433.87597999999997,375.55375999999995,420.4961,409.97527999999994,0000249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,490.62483499999996,480.8433133333333,522.4131233333334,497.9604238888889
249,58.5435,Disagree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,665.7656999999999,655.3098,693.62176,671.5657533333333,0000249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,490.62483499999996,480.8433133333333,522.4131233333334,497.9604238888889
249,57.0972,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Agree,Strongly disagree,492.76365999999996,503.60324,539.38828,511.91839333333337,0000249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,490.62483499999996,480.8433133333333,522.4131233333334,497.9604238888889
249,57.0972,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,422.03614000000005,366.1498399999999,427.20998,405.1319866666666,0000249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,490.62483499999996,480.8433133333333,522.4131233333334,497.9604238888889
249,57.0972,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Disagree,399.21328000000005,401.75622000000004,460.8728,420.61410000000006,0000249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,490.62483499999996,480.8433133333333,522.4131233333334,497.9604238888889
249,57.0972,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,403.49742000000003,352.83758,424.41252000000003,393.5825066666667,0000249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,490.62483499999996,480.8433133333333,522.4131233333334,497.9604238888889
