SCHOOLID,W_FSTUWT,ST86Q01,ST86Q02,ST86Q03,ST86Q04,ST86Q05,ST87Q01,ST87Q02,ST87Q03,ST87Q04,ST87Q05,ST87Q06,ST87Q07,ST87Q08,ST87Q09,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q04,ST89Q05,ST91Q01,ST91Q02,ST91Q03,ST91Q04,ST91Q05,ST91Q06,maths,read,scie,ave,SCHOOLID,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,schoolmath,schoolread,schoolscie,schoolave
148,4.1366,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,337.05404,390.40736,359.88436,362.44858666666664,0000148,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,420.6371704,454.74331199999995,430.91384159999996,435.43144133333334
148,4.472,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,453.73891999999995,487.63091999999995,485.58374000000003,475.6511933333333,0000148,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,420.6371704,454.74331199999995,430.91384159999996,435.43144133333334
148,4.472,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,461.52826000000005,468.80578,462.55129999999997,464.29511333333335,0000148,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,420.6371704,454.74331199999995,430.91384159999996,435.43144133333334
148,4.472,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,360.03274,458.87692,406.97502,408.6282266666667,0000148,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,420.6371704,454.74331199999995,430.91384159999996,435.43144133333334
148,4.472,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,324.59105999999997,356.88748,378.72062,353.39971999999995,0000148,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,420.6371704,454.74331199999995,430.91384159999996,435.43144133333334
148,4.1366,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,334.17198,342.66934,313.16674,330.00268666666665,0000148,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,420.6371704,454.74331199999995,430.91384159999996,435.43144133333334
148,4.472,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,434.65491999999995,478.5758000000001,466.74750000000006,459.99273999999997,0000148,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,420.6371704,454.74331199999995,430.91384159999996,435.43144133333334
148,4.472,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,457.55570000000006,488.34579999999994,435.13616,460.3458866666667,0000148,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,420.6371704,454.74331199999995,430.91384159999996,435.43144133333334
148,4.472,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,491.90686000000005,529.8087800000001,508.61618,510.1106066666667,0000148,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,420.6371704,454.74331199999995,430.91384159999996,435.43144133333334
148,4.472,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,366.96524000000005,369.43756,344.21856,360.20712000000003,0000148,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,420.6371704,454.74331199999995,430.91384159999996,435.43144133333334
148,4.472,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,389.63234,427.81938,412.2902,409.91397333333333,0000148,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,420.6371704,454.74331199999995,430.91384159999996,435.43144133333334
149,8.7085,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,584.44462,577.30852,622.75272,594.8352866666667,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.7085,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,425.46348,416.46074,464.78927999999996,435.5711666666666,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.7085,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,531.47686,565.63218,593.37934,563.4961266666666,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.7085,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,518.78018,547.36306,524.46848,530.2039066666666,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.7085,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,537.0073199999999,596.05426,613.61432,582.2253000000001,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.5958,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,540.59044,521.38912,554.7743399999999,538.9179666666666,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.7085,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,518.00124,569.6832,607.55316,565.0792,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.7085,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,457.3999,463.72220000000004,520.4587799999999,480.52696,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.7085,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,528.43902,595.97482,630.11938,584.8444066666667,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.7085,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Disagree,580.6278,613.3702,590.02238,594.67346,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.5958,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,475.86073999999996,508.3624,554.3081,512.8437466666666,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.7085,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,503.04564,533.30376,558.69078,531.68006,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.7085,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,560.8428200000001,568.01512,597.76204,575.5399933333333,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.7085,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,641.61866,644.90434,691.85004,659.4576800000001,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.7085,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Disagree,633.5176799999999,664.92092,699.49646,665.9783533333333,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.5958,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,498.2941199999999,578.34114,594.87132,557.16886,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.7085,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,506.39507999999995,529.41166,556.2663,530.6910133333333,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
149,8.7085,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,552.0408,573.0986999999999,620.23498,581.7914933333333,0000149,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,540.7517864285716,567.3626407142857,596.6963307142858,568.2702526190477
150,19.7765,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,389.24286,375.31546,395.31892,386.62574666666666,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,25.0603,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,615.68002,592.4587600000001,629.00036,612.3797133333334,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.3678,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,377.01354000000003,369.9992,349.8135,365.6087466666666,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.7765,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,421.88034,440.68719999999996,404.83027999999996,422.46594,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.3678,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,,,,,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,333.93832000000003,324.20811999999995,347.38902,335.1784866666667,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.7765,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,472.74497999999994,445.13534,441.29058,453.0569666666667,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.3678,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,399.44698,356.60671999999994,375.55015999999995,377.20128666666665,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.7765,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,496.89204,498.83068000000003,482.69302000000005,492.8052466666666,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.3678,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Disagree,591.76662,568.1598200000001,583.49498,581.1404733333334,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.3678,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,557.72708,513.94834,542.37224,538.0158866666667,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.7765,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,499.1509399999999,528.37902,561.3017600000001,529.6105733333333,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.3678,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,362.6032000000001,351.79504000000003,379.09360000000004,364.49728000000005,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.7765,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Disagree,501.25409999999994,519.08558,517.6613199999999,512.667,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.3678,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,433.9539,399.0296399999999,426.93026,419.9712666666666,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.7765,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,630.7135000000001,608.04836,656.0425200000001,631.60146,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.7765,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,469.94082,466.10512,464.04326000000003,466.6964,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.3678,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,523.9211600000001,447.46709999999996,527.63894,499.6757333333333,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.7765,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,392.74808,412.64806,390.74972,398.7152866666667,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
150,19.7765,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,509.19926,497.63924,514.6773599999999,507.1719533333333,0000150,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,462.2832446153846,454.94975846153847,467.47195,461.56831769230774
151,13.6379,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,396.01962,420.27342,397.09064000000006,404.46122666666673,0000151,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,504.64679407407414,513.1884185185185,514.8845792592592,510.9065972839506
151,13.6379,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,422.5035199999999,477.8609,419.3771,439.91383999999994,0000151,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,504.64679407407414,513.1884185185185,514.8845792592592,510.9065972839506
151,14.5059,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,576.34364,541.21448,583.49496,567.0176933333333,0000151,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,504.64679407407414,513.1884185185185,514.8845792592592,510.9065972839506
151,13.6379,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Disagree,454.98522,551.17574,502.18202,502.78099333333336,0000151,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,504.64679407407414,513.1884185185185,514.8845792592592,510.9065972839506
151,13.6379,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,389.78814,399.2242,386.55354,391.85529333333335,0000151,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,504.64679407407414,513.1884185185185,514.8845792592592,510.9065972839506
